gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_T8_activated	celltype_MAIT_cells	celltype_T_gd	celltype_cDC2	celltype_T_regs	celltype_T4_memory	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_pDC	celltype_B_cells_memory	celltype_Plasma_cells
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.001	0.027	0.012	0.003	0.002	0.002	0.001	0.001	0.0	0.009	0.0	0.107	0.001	0.002	0.027	0.0	0.014	0.003	0.044	0.0	0.025	0.0	0.0	0.009	0.0	0.013	0.0	0.001	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.003	0.005	0.011	0.001	0.003	0.0	0.001	0.001	0.001	0.0	0.006	0.0	0.001	0.004	0.01	0.01	0.003	0.0	0.012	0.002	0.067	0.007	0.0	0.0	0.0	0.035	0.0	0.0	0.001
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.001	0.027	0.012	0.003	0.002	0.002	0.001	0.001	0.0	0.009	0.0	0.107	0.001	0.002	0.027	0.0	0.014	0.003	0.044	0.0	0.025	0.0	0.0	0.009	0.0	0.013	0.0	0.001	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.003	0.005	0.011	0.001	0.003	0.0	0.001	0.001	0.001	0.0	0.006	0.0	0.001	0.004	0.01	0.01	0.003	0.0	0.012	0.002	0.067	0.007	0.0	0.0	0.0	0.035	0.0	0.0	0.001
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.001	0.027	0.012	0.003	0.002	0.002	0.001	0.001	0.0	0.009	0.0	0.107	0.001	0.002	0.027	0.0	0.014	0.003	0.044	0.0	0.025	0.0	0.0	0.009	0.0	0.013	0.0	0.001	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS007AA9FDE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0F21DBF93	0.002	0.006	0.0	0.008	0.035	0.0	0.0	0.002	0.0	0.047	0.011	0.0	0.002	0.018	0.001	0.009	0.001	0.012	0.0	0.005	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.001	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.083	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.002	0.001	0.001	0.036	0.013	0.001	0.071	0.072	0.045	0.002	0.013	0.012	0.045	0.008	0.001	0.008	0.0	0.009	0.002	0.006	0.008	0.034	0.017	0.003	0.029	0.019	0.0	0.024	0.092
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.01	0.279	0.215	0.007	0.007	0.02	0.08	0.002	0.007	0.009	0.017	0.122	0.006	0.01	0.296	0.011	0.236	0.007	0.305	0.012	0.015	0.026	0.061	0.002	0.028	0.0	0.441	0.056	0.039
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.002	0.001	0.003	0.005	0.002	0.001	0.001	0.002	0.001	0.009	0.01	0.002	0.002	0.001	0.001	0.0	0.001	0.008	0.001	0.01	0.0	0.002	0.0	0.003	0.0	0.006	0.0	0.002	0.0
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.077	0.058	0.026	0.041	0.012	0.038	0.577	0.022	0.029	0.027	0.034	0.016	0.015	0.025	0.038	0.798	0.039	0.031	0.059	0.019	0.055	0.018	0.024	0.049	0.613	0.07	0.048	0.858	0.155
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.01	0.279	0.215	0.007	0.007	0.02	0.08	0.002	0.007	0.009	0.017	0.122	0.006	0.01	0.296	0.011	0.236	0.007	0.305	0.012	0.015	0.026	0.061	0.002	0.028	0.0	0.441	0.056	0.039
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.355	0.382	0.141	7.859	0.919	0.425	2.513	14.78	10.515	2.515	1.312	1.983	12.942	1.555	0.043	0.382	0.02	1.375	0.088	0.493	0.4	0.748	1.523	3.626	3.604	5.475	0.707	0.934	1.256
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.262	0.038	0.019	0.259	0.049	0.217	0.07	0.532	0.503	0.346	0.344	0.045	0.403	0.108	0.022	0.033	0.213	0.216	0.144	0.216	0.342	0.066	0.044	0.393	0.072	0.832	0.011	0.031	0.048
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.355	0.382	0.141	7.859	0.919	0.425	2.513	14.78	10.515	2.515	1.312	1.983	12.942	1.555	0.043	0.382	0.02	1.375	0.088	0.493	0.4	0.748	1.523	3.626	3.604	5.475	0.707	0.934	1.256
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.038	0.702	0.252	0.019	0.031	0.026	0.06	0.016	0.009	0.028	0.027	0.044	0.006	0.03	0.802	0.102	0.816	0.02	0.661	0.059	0.028	0.035	0.132	0.015	0.041	0.02	0.58	0.075	0.037
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.262	0.038	0.019	0.259	0.049	0.217	0.07	0.532	0.503	0.346	0.344	0.045	0.403	0.108	0.022	0.033	0.213	0.216	0.144	0.216	0.342	0.066	0.044	0.393	0.072	0.832	0.011	0.031	0.048
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.124	0.001	0.001	0.003	0.0	0.031	0.002	0.002	0.014	0.002	0.016	0.0	0.001	0.0	0.001	0.0	0.001	0.025	0.002	0.122	0.027	0.004	0.0	0.082	0.0	0.181	0.0	0.003	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	3.473	4.185	3.542	10.511	5.233	3.412	17.78	21.563	19.064	6.051	5.379	3.758	16.215	6.165	3.6	3.444	3.569	5.591	3.78	3.457	5.687	5.001	11.683	6.866	7.39	13.913	5.69	4.531	15.887
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.011	0.006	0.001	0.054	0.074	0.028	0.13	0.065	0.022	0.029	0.031	0.038	0.05	0.083	0.004	0.506	0.005	0.032	0.004	0.008	0.015	0.069	0.006	0.018	0.15	0.023	0.081	0.199	0.083
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.038	0.702	0.252	0.019	0.031	0.026	0.06	0.016	0.009	0.028	0.027	0.044	0.006	0.03	0.802	0.102	0.816	0.02	0.661	0.059	0.028	0.035	0.132	0.015	0.041	0.02	0.58	0.075	0.037
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.016	0.011	0.011	0.207	0.019	0.092	0.255	0.206	0.434	0.135	0.095	0.551	0.36	0.063	0.004	0.028	0.006	0.138	0.009	0.057	0.064	0.022	0.042	0.089	0.301	0.212	0.055	0.303	0.469
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.412	1.038	0.092	0.657	0.42	0.393	0.464	0.53	0.646	0.53	0.467	0.273	0.723	0.608	0.221	0.259	0.071	0.49	0.205	0.325	0.691	0.234	1.171	0.752	0.68	2.197	0.418	0.288	0.229
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	3.473	4.185	3.542	10.511	5.233	3.412	17.78	21.563	19.064	6.051	5.379	3.758	16.215	6.165	3.6	3.444	3.569	5.591	3.78	3.457	5.687	5.001	11.683	6.866	7.39	13.913	5.69	4.531	15.887
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.001	0.0	0.0	0.0	0.051	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.038	0.034	0.0	0.0	0.0	0.0	0.002	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.001	0.0	0.0	0.0	0.051	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.038	0.034	0.0	0.0	0.0	0.0	0.002	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.001	0.0	0.0	0.0	0.051	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.038	0.034	0.0	0.0	0.0	0.0	0.002	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.032	0.007	0.003	0.025	0.025	0.041	0.014	0.026	0.036	0.015	0.011	0.007	0.036	0.023	0.003	0.014	0.002	0.023	0.003	0.04	0.083	0.029	0.358	0.016	0.017	0.019	0.016	0.031	0.027
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.032	0.007	0.003	0.025	0.025	0.041	0.014	0.026	0.036	0.015	0.011	0.007	0.036	0.023	0.003	0.014	0.002	0.023	0.003	0.04	0.083	0.029	0.358	0.016	0.017	0.019	0.016	0.031	0.027
MSTN	O14793	False	GDF8_HUMAN		CPI-SC08968AFE6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.037	0.071	0.034	0.106	0.198	0.066	0.183	0.072	0.059	0.121	0.074	0.043	0.098	0.201	0.042	0.184	0.06	0.121	0.101	0.055	0.069	0.169	0.081	0.043	0.16	0.09	0.0	0.179	0.202
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.001	0.0
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.017	0.114	0.06	0.05	0.07	0.048	0.067	0.043	0.045	0.047	0.042	0.078	0.04	0.066	0.106	0.066	0.058	0.055	0.162	0.088	0.056	0.058	0.006	0.018	0.055	0.052	0.02	0.046	0.063
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS01ECFDA18	0.001	0.03	0.011	0.0	0.003	0.002	0.001	0.001	0.001	0.0	0.002	0.0	0.0	0.002	0.015	0.002	0.011	0.002	0.041	0.0	0.0	0.002	0.009	0.0	0.0	0.0	0.022	0.002	0.0
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS073811AB3	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.001	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS00E5D7E39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS08C88D297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0522A6CFA	0.025	0.322	0.211	0.008	0.02	0.014	0.004	0.001	0.001	0.014	0.016	0.038	0.0	0.011	0.414	0.013	0.329	0.006	0.34	0.0	0.009	0.016	0.007	0.005	0.007	0.011	0.015	0.011	0.009
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.282	0.12	0.091	0.119	0.143	0.211	0.125	0.148	0.18	0.214	0.257	0.067	0.115	0.135	0.118	0.186	0.091	0.225	0.105	0.255	0.35	0.246	0.146	0.147	0.139	0.215	0.112	0.162	0.156
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0DF5E47DB	0.002	0.006	0.0	0.008	0.035	0.0	0.0	0.002	0.0	0.047	0.011	0.0	0.002	0.018	0.001	0.009	0.001	0.012	0.0	0.005	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.053	0.001	0.006	0.102	0.009	0.07	0.01	0.049	0.11	0.92	0.375	0.01	0.172	0.065	0.003	0.004	0.001	0.202	0.003	0.08	0.053	0.007	0.007	0.079	0.018	0.082	0.0	0.012	0.005
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS04318D03E	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.001	0.0	0.002	0.002	0.0	0.0	0.001	0.001	0.001	0.001	0.002	0.007	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.003	0.0	0.002	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS073B0CE7A	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.001	0.024	0.006	0.01	0.002	0.007	0.002	0.004	0.007	0.042	0.028	0.0	0.012	0.012	0.017	0.006	0.001	0.015	0.033	0.0	0.0	0.002	0.006	0.0	0.002	0.001	0.398	0.003	0.007
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0E7EDE823	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.025	0.232	0.078	0.073	0.006	0.075	0.008	0.017	0.066	0.188	0.163	0.004	0.043	0.024	0.132	0.0	0.135	0.153	0.178	0.076	0.02	0.018	0.009	0.085	0.022	0.081	0.035	0.009	0.006
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0ADA38C78	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS008EB600F	0.001	0.024	0.006	0.01	0.002	0.007	0.002	0.004	0.007	0.042	0.028	0.0	0.012	0.012	0.017	0.006	0.001	0.015	0.033	0.0	0.0	0.002	0.006	0.0	0.002	0.001	0.398	0.003	0.007
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08B91FD2A	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0CBA3DA0D	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B186A32C	0.025	0.232	0.078	0.073	0.006	0.075	0.008	0.017	0.066	0.188	0.163	0.004	0.043	0.024	0.132	0.0	0.135	0.153	0.178	0.076	0.02	0.018	0.009	0.085	0.022	0.081	0.035	0.009	0.006
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0638E0E29	0.006	0.004	0.002	0.002	0.004	0.014	0.009	0.002	0.003	0.008	0.009	0.0	0.003	0.008	0.003	0.005	0.003	0.005	0.004	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.038	0.007	0.072
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS045A5FC60	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS059CC19A3	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0FA7A69D9	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS06B0861F1	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C98C08DA	0.001	0.024	0.006	0.01	0.002	0.007	0.002	0.004	0.007	0.042	0.028	0.0	0.012	0.012	0.017	0.006	0.001	0.015	0.033	0.0	0.0	0.002	0.006	0.0	0.002	0.001	0.398	0.003	0.007
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0B887F7AC	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0EDD062F7	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS05B92CCC4	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.006	0.004	0.002	0.002	0.004	0.014	0.009	0.002	0.003	0.008	0.009	0.0	0.003	0.008	0.003	0.005	0.003	0.005	0.004	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.038	0.007	0.072
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
IDE	P14735	False	IDE_HUMAN		CPI-SS0D57FCA8C	0.073	0.134	0.073	0.173	0.092	0.081	0.107	0.139	0.131	0.106	0.073	0.115	0.153	0.087	0.129	0.054	0.127	0.092	0.148	0.092	0.095	0.074	0.129	0.075	0.099	0.105	0.11	0.099	0.111
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03188FD02	0.001	0.001	0.0	0.008	0.0	0.001	0.001	0.005	0.001	0.007	0.001	0.011	0.014	0.008	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.003	0.007	0.002	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0C84DF380	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR3	P51677	False	CCR3_HUMAN		CPI-SS006C89002	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.004	0.003	0.002	0.007	0.003	0.003	0.009	0.002	0.006	0.009	0.008	0.002	0.003	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.0	0.001	0.002	0.005	0.003	0.012	0.0	0.003	0.01
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.001	0.009	0.008	0.002	0.001	0.001	0.0	0.001	0.005	0.001	0.0	0.0	0.002	0.0	0.006	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.013	0.0	0.003	0.0	0.0	0.004	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.078	0.0	0.0	0.0	0.0	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	0.0	0.0	0.0	0.001	0.006	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.016	0.016	0.002	0.001	0.003	0.0	0.008	0.001
NPPA	P01160	False	ANF_HUMAN		CPI-SS032AD1183	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.006	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.044	0.0	0.001	0.006	0.02	0.019	0.005	0.003	0.006	0.023	0.032	0.038	0.004	0.024	0.001	0.014	0.0	0.022	0.001	0.033	0.006	0.034	0.028	0.002	0.008	0.01	0.0	0.006	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC0E5218AA4	0.001	0.022	0.074	0.0	0.002	0.002	0.001	0.0	0.0	0.002	0.002	0.0	0.0	0.004	0.143	0.002	0.003	0.001	0.063	0.0	0.02	0.001	0.0	0.0	0.0	0.01	0.0	0.007	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0A68C5F13	0.002	0.026	0.086	0.002	0.004	0.002	0.002	0.003	0.003	0.0	0.007	0.023	0.003	0.003	0.126	0.0	0.039	0.001	0.014	0.0	0.0	0.002	0.028	0.0	0.0	0.002	0.0	0.003	0.014
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC06CB2F292	0.001	0.022	0.074	0.0	0.002	0.002	0.001	0.0	0.0	0.002	0.002	0.0	0.0	0.004	0.143	0.002	0.003	0.001	0.063	0.0	0.02	0.001	0.0	0.0	0.0	0.01	0.0	0.007	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0322BA9B5	0.002	0.026	0.086	0.002	0.004	0.002	0.002	0.003	0.003	0.0	0.007	0.023	0.003	0.003	0.126	0.0	0.039	0.001	0.014	0.0	0.0	0.002	0.028	0.0	0.0	0.002	0.0	0.003	0.014
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.001	0.022	0.074	0.0	0.002	0.002	0.001	0.0	0.0	0.002	0.002	0.0	0.0	0.004	0.143	0.002	0.003	0.001	0.063	0.0	0.02	0.001	0.0	0.0	0.0	0.01	0.0	0.007	0.0
